n, Fixed rect., Fixed circ., Sliding rect., Sliding circ.
10, 6.12227, 3.85106, 6.0851, 3.7238
15, 6.47934, 4.23442, 6.4874, 4.31752
20, 6.47693, 4.336, 6.49084, 4.47196
25, 6.53571, 4.34419, 6.56987, 4.45117
30, 6.4043, 4.09895, 6.4588, 4.2193
35, 6.35657, 4.35323, 6.40747, 4.47717
40, 6.22279, 4.1324, 6.31559, 4.2444
45, 6.44643, 4.21255, 6.51747, 4.27325
50, 6.47117, 4.18263, 6.56116, 4.26302
55, 6.53176, 4.25644, 6.60687, 4.35251
60, 6.51021, 4.13597, 6.56673, 4.21969
65, 6.8389, 4.2399, 6.84459, 4.37461
70, 6.66333, 4.17958, 6.66868, 4.27286
75, 6.68029, 4.2197, 6.70486, 4.45611
80, 6.5753, 4.15029, 6.63989, 4.26916
85, 6.62601, 4.22852, 6.68514, 4.34541
90, 6.64656, 4.21116, 6.69284, 4.36735
95, 6.70724, 4.20735, 6.76246, 4.36581
100, 6.55286, 4.24126, 6.59562, 4.41436
